
1,knn_basic,0.9459172852598091,0.03553668439842118,0.06849992984387189
2,knn_basic,0.9459172852598091,0.06382907696169277,0.1195885015468851
3,knn_basic,0.9459172852598091,0.08723909294409724,0.15974535454094071
4,knn_basic,0.9459172852598091,0.10540250720481263,0.18967026815127505
5,knn_basic,0.9459172852598091,0.12065583046330408,0.21401333658262786
6,knn_basic,0.9459172852598091,0.1336614691459816,0.23422597660880107
7,knn_basic,0.9459172852598091,0.1447894128504897,0.2511377413839753
8,knn_basic,0.9459172852598091,0.15461969007670345,0.26579286432488475
9,knn_basic,0.9459172852598091,0.1629564740410321,0.2780178433252726
10,knn_basic,0.9459172852598091,0.17016574242062918,0.28844219134712806
1,knn_withmeans,0.8441145281018028,0.031505595148524954,0.060743991315879424
2,knn_withmeans,0.8441145281018028,0.05881568952854999,0.10996902538419417
3,knn_withmeans,0.8441145281018028,0.0823995892308919,0.15014275352793327
4,knn_withmeans,0.8441145281018028,0.10345822293324562,0.1843248213588987
5,knn_withmeans,0.8441145281018028,0.12227631755262074,0.2136096726352184
6,knn_withmeans,0.8441145281018028,0.13971225298283274,0.2397437125397751
7,knn_withmeans,0.8441145281018028,0.15591619748280905,0.2632141675140827
8,knn_withmeans,0.8441145281018028,0.1710587324349524,0.28446998521351324
9,knn_withmeans,0.8441145281018028,0.1840906383535876,0.30226181970568833
10,knn_withmeans,0.8441145281018028,0.19565231419336054,0.31767306697874376
1,knn_withzscore,0.8366914103923648,0.030952863904595538,0.059697265626523575
2,knn_withzscore,0.8366914103923648,0.05745637487644882,0.10752865717148942
3,knn_withzscore,0.8366914103923648,0.08052777019587563,0.14691557927894308
4,knn_withzscore,0.8366914103923648,0.10141006748274314,0.180894997804102
5,knn_withzscore,0.8366914103923648,0.1203835687360337,0.21048277326306614
6,knn_withzscore,0.8366914103923648,0.13771482784771577,0.23650261876804032
7,knn_withzscore,0.8366914103923648,0.15371715280613077,0.2597187184398035
8,knn_withzscore,0.8366914103923648,0.1687076027643306,0.28079638084705943
9,knn_withzscore,0.8366914103923648,0.1821264089067871,0.2991380775863175
10,knn_withzscore,0.8366914103923648,0.19372569147178134,0.314607786950592
1,knn_baseline,0.9183457051961824,0.035260885962950336,0.06791413458274663
2,knn_baseline,0.9183457051961824,0.06526393248955163,0.12186715097060219
3,knn_baseline,0.9183457051961824,0.09038141454741734,0.16456657554775353
4,knn_baseline,0.9183457051961824,0.11146743621316517,0.19880430186683665
5,knn_baseline,0.9183457051961824,0.12962269590105469,0.22717945684631236
6,knn_baseline,0.9183457051961824,0.14492002712985444,0.25033569777607906
7,knn_baseline,0.9183457051961824,0.1582166373708963,0.26992876060234516
8,knn_baseline,0.9183457051961824,0.16960194700717546,0.2863248416622106
9,knn_baseline,0.9183457051961824,0.17963634114169885,0.3004935516657253
10,knn_baseline,0.9183457051961824,0.18885447072043307,0.31328335357177434
